"mass_GeV","channel_001","channel_002","channel_003","channel_004","channel_005","channel_006","channel_007","channel_008","channel_009","channel_010","channel_011","channel_012","channel_013","channel_014","channel_015","channel_016","channel_017","channel_018","channel_019","channel_020","channel_021","channel_022","channel_023","channel_024","channel_025","channel_026","channel_027","channel_028","channel_029","channel_030","channel_031","channel_032"
0.02,0.998865397499708,1.1267892350413122e-90,1.1267892350413122e-90,0.0011346025002918693,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,0,1.1267892350413122e-90,0,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90,1.1267892350413122e-90
0.020999999999999998,0.9987546435320642,1.0728886271233709e-90,1.0728886271233709e-90,0.0012453564679357186,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,0,1.0728886271233709e-90,0,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90,1.0728886271233709e-90
0.022,0.9986388167340718,1.0238988282081256e-90,1.0238988282081256e-90,0.0013611832659282,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,0,1.0238988282081256e-90,0,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90,1.0238988282081256e-90
0.023,0.9985179385679827,9.791767179377412e-91,9.791767179377412e-91,0.0014820614320174943,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,0,9.791767179377412e-91,0,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91,9.791767179377412e-91
0.024,0.9983920319635581,9.381868737229206e-91,9.381868737229206e-91,0.0016079680364419846,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,0,9.381868737229206e-91,0,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91,9.381868737229206e-91
0.025,0.9982611212592029,9.00479915776327e-91,9.00479915776327e-91,0.0017388787407971464,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,0,9.00479915776327e-91,0,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91,9.00479915776327e-91
0.026000000000000002,0.9981252321492144,8.656758788162128e-91,8.656758788162128e-91,0.0018747678507854534,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,0,8.656758788162128e-91,0,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91,8.656758788162128e-91
0.027000000000000003,0.9979843916359696,8.334512989831048e-91,8.334512989831048e-91,0.0020156083640303713,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,0,8.334512989831048e-91,0,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91,8.334512989831048e-91
0.028000000000000004,0.9978386279860603,8.035290817315749e-91,8.035290817315749e-91,0.0021613720139397677,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,0,8.035290817315749e-91,0,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91,8.035290817315749e-91
0.028999999999999998,0.9976879706895578,7.756704757843465e-91,7.756704757843465e-91,0.0023120293104420602,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,0,7.756704757843465e-91,0,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91,7.756704757843465e-91
0.03,0.997532450421713,7.496686592539681e-91,7.496686592539681e-91,0.0024675495782869213,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,0,7.496686592539681e-91,0,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91,7.496686592539681e-91
0.031,0.9973720990065047,7.253435721810566e-91,7.253435721810566e-91,0.002627900993495393,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,0,7.253435721810566e-91,0,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91,7.253435721810566e-91
0.032,0.9972069493815414,7.025377216362449e-91,7.025377216362449e-91,0.0027930506184586047,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,0,7.025377216362449e-91,0,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91,7.025377216362449e-91
0.033,0.9970370355638847,6.811127522344604e-91,6.811127522344604e-91,0.0029629644361153155,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,0,6.811127522344604e-91,0,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91,6.811127522344604e-91
0.034,0.9968623926164161,6.609466238671822e-91,6.609466238671822e-91,0.0031376073835839217,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,0,6.609466238671822e-91,0,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91,6.609466238671822e-91
0.035,0.9966830566144188,6.419312747673194e-91,6.419312747673194e-91,0.003316943385581127,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,0,6.419312747673194e-91,0,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91,6.419312747673194e-91
0.036000000000000004,0.9964990646120742,6.239706752130251e-91,6.239706752130251e-91,0.003500935387925826,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,0,6.239706752130251e-91,0,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91,6.239706752130251e-91
0.037,0.9963104546085997,6.069791977266632e-91,6.069791977266632e-91,0.00368954539140048,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,0,6.069791977266632e-91,0,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91,6.069791977266632e-91
0.038,0.9961172655137767,5.90880245288838e-91,5.90880245288838e-91,0.0038827344862232775,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,0,5.90880245288838e-91,0,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91,5.90880245288838e-91
0.039,0.99591953711263,5.756050911229338e-91,5.756050911229338e-91,0.004080462887369869,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,0,5.756050911229338e-91,0,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91,5.756050911229338e-91
0.04,0.9957173100290251,5.610918929235908e-91,5.610918929235908e-91,0.004282689970974979,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,0,5.610918929235908e-91,0,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91,5.610918929235908e-91
0.041,0.9955106256879612,5.472848516682817e-91,5.472848516682817e-91,0.004489374312038574,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,0,5.472848516682817e-91,0,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91,5.472848516682817e-91
0.042,0.9952995262763393,5.341334908549923e-91,5.341334908549923e-91,0.00470047372366056,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,0,5.341334908549923e-91,0,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91,5.341334908549923e-91
0.043000000000000003,0.9950840547019706,5.215920365154017e-91,5.215920365154017e-91,0.00491594529802931,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,0,5.215920365154017e-91,0,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91,5.215920365154017e-91
0.044000000000000004,0.9948642545506047,5.096188819349451e-91,5.096188819349451e-91,0.005135745449395324,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,0,5.096188819349451e-91,0,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91,5.096188819349451e-91
0.045000000000000005,0.9946401700407316,4.981761238747564e-91,4.981761238747564e-91,0.005359829959268551,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,0,4.981761238747564e-91,0,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91,4.981761238747564e-91
0.046000000000000006,0.9944118459759106,4.872291593923553e-91,4.872291593923553e-91,0.005588154024089492,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,0,4.872291593923553e-91,0,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91,4.872291593923553e-91
0.047,0.994179327694362,4.7674633421793217e-91,4.7674633421793217e-91,0.005820672305638077,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,0,4.7674633421793217e-91,0,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91,4.7674633421793217e-91
0.048,0.9939426610155394,4.6669863515347456e-91,4.6669863515347456e-91,0.006057338984460604,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,0,4.6669863515347456e-91,0,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91,4.6669863515347456e-91
0.049,0.9937018921833848,4.5705942019433206e-91,4.5705942019433206e-91,0.00629810781661518,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,0,4.5705942019433206e-91,0,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91,4.5705942019433206e-91
0.05,0.9934570678059403,4.478041810828292e-91,4.478041810828292e-91,0.006542932194059631,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,0,4.478041810828292e-91,0,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91,4.478041810828292e-91
0.051000000000000004,0.9932082347909686,4.3891033383496245e-91,4.3891033383496245e-91,0.00679176520903136,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,0,4.3891033383496245e-91,0,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91,4.3891033383496245e-91
0.052000000000000005,0.9929554402772006,4.303570334684272e-91,4.303570334684272e-91,0.00704455972279953,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,0,4.303570334684272e-91,0,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91,4.303570334684272e-91
0.053000000000000005,0.9926987315607959,4.2212500973052203e-91,4.2212500973052203e-91,0.007301268439203948,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,0,4.2212500973052203e-91,0,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91,4.2212500973052203e-91
0.054,0.9924381560165662,4.141964210995357e-91,4.141964210995357e-91,0.0075618439834339,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,0,4.141964210995357e-91,0,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91,4.141964210995357e-91
0.055,0.9921737610134566,4.065547247304097e-91,4.065547247304097e-91,0.00782623898654342,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,0,4.065547247304097e-91,0,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91,4.065547247304097e-91
0.056,0.9919055938237505,3.991845603487122e-91,3.991845603487122e-91,0.008094406176249362,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,0,3.991845603487122e-91,0,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91,3.991845603487122e-91
0.057,0.9916337015253869,3.920716463774813e-91,3.920716463774813e-91,0.008366298474613152,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,0,3.920716463774813e-91,0,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91,3.920716463774813e-91
0.058,0.9913581308967301,3.852026868184323e-91,3.852026868184323e-91,0.00864186910326997,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,0,3.852026868184323e-91,0,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91,3.852026868184323e-91
0.059000000000000004,0.9910789283030608,3.7856528760974793e-91,3.7856528760974793e-91,0.008921071696939276,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,0,3.7856528760974793e-91,0,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91,3.7856528760974793e-91
